"RK","PLAYER NAME",TEAM,"POS","OPP","MATCHUP "
"36","Tyler Shough",NO,"QB19","at TB","3 out of 5 stars"
"37","Jameson Williams",DET,"WR8","vs. DAL","5 out of 5 stars"
"38","Nico Collins",HOU,"WR9","at KC","3 out of 5 stars"
"39","Chris Olave",NO,"WR10","at TB","2 out of 5 stars"
"40","Jaylen Waddle",MIA,"WR11","at NYJ","4 out of 5 stars"
"41","A.J. Brown",PHI,"WR12","at LAC","2 out of 5 stars"
"42","Kyren Williams",LAR,"RB10","at ARI","4 out of 5 stars"
"43","Brock Bowers",LV,"TE2","vs. DEN","3 out of 5 stars"
"44","Derrick Henry",BAL,"RB11","vs. PIT","3 out of 5 stars"
"45","C.J. Stroud",HOU,"QB20","at KC","2 out of 5 stars"
"46","Quinshon Judkins",CLE,"RB12","vs. TEN","4 out of 5 stars"
"47","RJ Harvey",DEN,"RB13","at LV","2 out of 5 stars"
"48","Ladd McConkey",LAC,"WR13","vs. PHI","1 out of 5 stars"
"49","Tua Tagovailoa",MIA,"QB21","at NYJ","4 out of 5 stars"
"50","Emeka Egbuka",TB,"WR14","vs. NO","3 out of 5 stars"
"51","Javonte Williams",DAL,"RB14","at DET","2 out of 5 stars"
"52","Marcus Mariota",WAS,"QB22","at MIN","4 out of 5 stars"
"53","Aaron Rodgers",PIT,"QB23","at BAL","4 out of 5 stars"
"54","Zay Flowers",BAL,"WR15","vs. PIT","2 out of 5 stars"
"55","Saquon Barkley",PHI,"RB15","at LAC","3 out of 5 stars"
"56","Justin Jefferson",MIN,"WR16","vs. WAS","4 out of 5 stars"
"57","DeVonta Smith",PHI,"WR17","at LAC","2 out of 5 stars"
"58","Travis Etienne Jr.",JAC,"RB16","vs. IND","3 out of 5 stars"
"59","Michael Pittman Jr.",IND,"WR18","at JAC","2 out of 5 stars"
"60","Jaylen Warren",PIT,"RB17","at BAL","4 out of 5 stars"
"61","Ashton Jeanty",LV,"RB18","vs. DEN","3 out of 5 stars"
"62","Tyler Warren",IND,"TE3","at JAC","3 out of 5 stars"
"63","Terry McLaurin",WAS,"WR19","at MIN","2 out of 5 stars"
"64","Cam Ward",TEN,"QB24","at CLE","2 out of 5 stars"
"65","Khalil Shakir",BUF,"WR20","vs. CIN","3 out of 5 stars"
"66","Christian Watson",GB,"WR21","vs. CHI","4 out of 5 stars"
"67","Jakobi Meyers",JAC,"WR22","vs. IND","3 out of 5 stars"
"68","Courtland Sutton",DEN,"WR23","at LV","3 out of 5 stars"
"69","Kenneth Walker III",SEA,"RB19","at ATL","3 out of 5 stars"
"70","Marvin Harrison Jr.",ARI,"WR24","vs. LAR","3 out of 5 stars"
"71","Shedeur Sanders",CLE,"QB25","vs. TEN","4 out of 5 stars"
"72","Troy Franklin",DEN,"WR25","at LV","3 out of 5 stars"
"73","Kirk Cousins",ATL,"QB26","vs. SEA","3 out of 5 stars"
"74","Michael Wilson",ARI,"WR26","vs. LAR","3 out of 5 stars"
"75","Deebo Samuel Sr.",WAS,"WR27","at MIN","2 out of 5 stars"
"76","Rome Odunze",CHI,"WR28","at GB","2 out of 5 stars"
"77","DK Metcalf",PIT,"WR29","at BAL","4 out of 5 stars"
"78","Travis Kelce",KC,"TE4","vs. HOU","3 out of 5 stars"
"79","Woody Marks",HOU,"RB20","at KC","2 out of 5 stars"
"80","D'Andre Swift",CHI,"RB21","at GB","3 out of 5 stars"
"81","Chris Godwin Jr.",TB,"WR30","vs. NO","3 out of 5 stars"
"82","Alec Pierce",IND,"WR31","at JAC","2 out of 5 stars"
"83","Brian Thomas Jr.",JAC,"WR32","vs. IND","3 out of 5 stars"
"84","Brenton Strange",JAC,"TE5","vs. IND","4 out of 5 stars"
"85","Quentin Johnston",LAC,"WR33","vs. PHI","1 out of 5 stars"
"86","Kareem Hunt",KC,"RB22","vs. HOU","3 out of 5 stars"
"87","Jake Ferguson",DAL,"TE6","at DET","3 out of 5 stars"
"88","Romeo Doubs",GB,"WR34","vs. CHI","4 out of 5 stars"
"89","Kyle Monangai",CHI,"RB23","at GB","3 out of 5 stars"
"90","Jayden Higgins",HOU,"WR35","at KC","3 out of 5 stars"
""
"91","Keenan Allen",LAC,"WR36","vs. PHI","1 out of 5 stars"
"92","Xavier Worthy",KC,"WR37","vs. HOU","2 out of 5 stars"
"93","Kimani Vidal",LAC,"RB24","vs. PHI","4 out of 5 stars"
"94","Geno Smith",LV,"QB27","vs. DEN","1 out of 5 stars"
"95","Kyle Pitts Sr.",ATL,"TE7","vs. SEA","4 out of 5 stars"
"96","Darnell Mooney",ATL,"WR38","vs. SEA","2 out of 5 stars"
"97","Jordan Addison",MIN,"WR39","vs. WAS","4 out of 5 stars"
"98","Adonai Mitchell",NYJ,"WR40","vs. MIA","4 out of 5 stars"
"99","Jordan Mason",MIN,"RB25","vs. WAS","4 out of 5 stars"
"100","DJ Moore",CHI,"WR41","at GB","2 out of 5 stars"
"101","Oronde Gadsden II",LAC,"TE8","vs. PHI","1 out of 5 stars"
"102","Devin Neal",NO,"RB26","at TB","4 out of 5 stars"
"103","Juwan Johnson",NO,"TE9","at TB","4 out of 5 stars"
"104","Harold Fannin Jr.",CLE,"TE10","vs. TEN","3 out of 5 stars"
"105","John Metchie III",NYJ,"WR42","vs. MIA","4 out of 5 stars"
"106","Kenneth Gainwell",PIT,"RB27","at BAL","4 out of 5 stars"
"107","Mark Andrews",BAL,"TE11","vs. PIT","4 out of 5 stars"
"108","Colston Loveland",CHI,"TE12","at GB","3 out of 5 stars"
"109","Zach Charbonnet",SEA,"RB28","at ATL","3 out of 5 stars"
"110","Tre Tucker",LV,"WR43","vs. DEN","2 out of 5 stars"
"111","Darren Waller",MIA,"TE13","at NYJ","4 out of 5 stars"
"112","Josh Downs",IND,"WR44","at JAC","2 out of 5 stars"
"113","Luther Burden III",CHI,"WR45","at GB","2 out of 5 stars"
"114","Zach Ertz",WAS,"TE14","at MIN","3 out of 5 stars"
"115","David Montgomery",DET,"RB29","vs. DAL","3 out of 5 stars"
"116","Devaughn Vele",NO,"WR46","at TB","2 out of 5 stars"
"117","Isaac TeSlaa",DET,"WR47","vs. DAL","5 out of 5 stars"
"118","Dallas Goedert",PHI,"TE15","at LAC","5 out of 5 stars"
"119","Jerry Jeudy",CLE,"WR48","vs. TEN","4 out of 5 stars"
"120","Chris Rodriguez Jr.",WAS,"RB30","at MIN","3 out of 5 stars"
"121","J.J. McCarthy",MIN,"QB28","vs. WAS","5 out of 5 stars"
"122","Dontayvion Wicks",GB,"WR49","vs. CHI","4 out of 5 stars"
"123","Zonovan Knight",ARI,"RB31","vs. LAR","2 out of 5 stars"
"124","Chimere Dike",TEN,"WR50","at CLE","4 out of 5 stars"
"125","Dalton Schultz",HOU,"TE16","at KC","2 out of 5 stars"
"126","Evan Engram",DEN,"TE17","at LV","3 out of 5 stars"
"127","Pat Bryant",DEN,"WR51","at LV","3 out of 5 stars"
"128","Parker Washington",JAC,"WR52","vs. IND","3 out of 5 stars"
"129","Blake Corum",LAR,"RB32","at ARI","4 out of 5 stars"
"130","Mason Taylor",NYJ,"TE18","vs. MIA","3 out of 5 stars"
"131","Isaiah Likely",BAL,"TE19","vs. PIT","4 out of 5 stars"
"132","Malik Washington",MIA,"WR53","at NYJ","4 out of 5 stars"
"133","Rashid Shaheed",SEA,"WR54","at ATL","4 out of 5 stars"
"134","Cade Otton",TB,"TE20","vs. NO","3 out of 5 stars"
"135","Bhayshul Tuten",JAC,"RB33","vs. IND","3 out of 5 stars"
"136","Cooper Kupp",SEA,"WR55","at ATL","4 out of 5 stars"
"137","Tony Pollard",TEN,"RB34","at CLE","1 out of 5 stars"
"138","Tyjae Spears",TEN,"RB35","at CLE","1 out of 5 stars"
"139","Elic Ayomanor",TEN,"WR56","at CLE","4 out of 5 stars"
"140","Tez Johnson",TB,"WR57","vs. NO","3 out of 5 stars"
"141","Aaron Jones Sr.",MIN,"RB36","vs. WAS","4 out of 5 stars"
"142","T.J. Hockenson",MIN,"TE21","vs. WAS","4 out of 5 stars"
"143","Marquise Brown",KC,"WR58","vs. HOU","2 out of 5 stars"
"144","Andrei Iosivas",CIN,"WR59","at BUF","4 out of 5 stars"
"145","Isiah Pacheco",KC,"RB37","vs. HOU","3 out of 5 stars"
"146","Keon Coleman",BUF,"WR60","vs. CIN","3 out of 5 stars"
"147","Tyler Allgeier",ATL,"RB38","vs. SEA","2 out of 5 stars"
"148","Samaje Perine",CIN,"RB39","at BUF","4 out of 5 stars"
"149","Jaleel McLaughlin",DEN,"RB40","at LV","2 out of 5 stars"
"150","AJ Barner",SEA,"TE22","at ATL","2 out of 5 stars"
"151","Greg Dortch",ARI,"WR61","vs. LAR","3 out of 5 stars"
"152","Taysom Hill",NO,"TE23","at TB","4 out of 5 stars"
"153","Emanuel Wilson",GB,"RB41","vs. CHI","4 out of 5 stars"
"154","Mike Gesicki",CIN,"TE24","at BUF","3 out of 5 stars"
"155","Michael Carter",ARI,"RB42","vs. LAR","2 out of 5 stars"
"156","Rashod Bateman",BAL,"WR62","vs. PIT","2 out of 5 stars"
"157","Rachaad White",TB,"RB43","vs. NO","3 out of 5 stars"
"158","Gunnar Helm",TEN,"TE25","at CLE","2 out of 5 stars"
"159","Christian Kirk",HOU,"WR63","at KC","3 out of 5 stars"
"160","Sean Tucker",TB,"RB44","vs. NO","3 out of 5 stars"
"161","Tyler Lockett",LV,"WR64","vs. DEN","2 out of 5 stars"
"162","Colby Parkinson",LAR,"TE26","at ARI","3 out of 5 stars"
"163","Cedric Tillman",CLE,"WR65","vs. TEN","4 out of 5 stars"
"164","Dawson Knox",BUF,"TE27","vs. CIN","4 out of 5 stars"
"165","Dalton Kincaid",BUF,"TE28","vs. CIN","4 out of 5 stars"
"166","Calvin Austin III",PIT,"WR66","at BAL","4 out of 5 stars"
"167","Ty Johnson",BUF,"RB45","vs. CIN","4 out of 5 stars"
"168","Gabe Davis",BUF,"WR67","vs. CIN","3 out of 5 stars"
"169","Max Brosmer",MIN,"QB29","vs. WAS","5 out of 5 stars"
"170","Dylan Sampson",CLE,"RB46","vs. TEN","4 out of 5 stars"
"171","Chig Okonkwo",TEN,"TE29","at CLE","2 out of 5 stars"
"172","DeAndre Hopkins",BAL,"WR68","vs. PIT","2 out of 5 stars"
"173","Keaton Mitchell",BAL,"RB47","vs. PIT","3 out of 5 stars"
"174","Omarion Hampton",LAC,"RB48","vs. PHI","4 out of 5 stars"
"175","Darnell Washington",PIT,"TE30","at BAL","3 out of 5 stars"
"176","Marvin Mims Jr.",DEN,"WR69","at LV","3 out of 5 stars"
"177","David Njoku",CLE,"TE31","vs. TEN","3 out of 5 stars"
"178","David Sills V",ATL,"WR70","vs. SEA","2 out of 5 stars"
"179","Xavier Hutchinson",HOU,"WR71","at KC","3 out of 5 stars"
"180","Ollie Gordon II",MIA,"RB49","at NYJ","4 out of 5 stars"
"181","Van Jefferson",TEN,"WR72","at CLE","4 out of 5 stars"
"182","Jayden Daniels",WAS,"QB30","at MIN","4 out of 5 stars"
"183","Brashard Smith",KC,"RB50","vs. HOU","3 out of 5 stars"
"184","Jeremy McNichols",WAS,"RB51","at MIN","3 out of 5 stars"
"185","Pat Freiermuth",PIT,"TE32","at BAL","3 out of 5 stars"
"186","Tee Higgins",CIN,"WR73","at BUF","4 out of 5 stars"
"187","Ray Davis",BUF,"RB52","vs. CIN","4 out of 5 stars"
"188","Sterling Shepard",TB,"WR74","vs. NO","3 out of 5 stars"
"189","Jacory Croskey-Merritt",WAS,"RB53","at MIN","3 out of 5 stars"
"190","Ryan Flournoy",DAL,"WR75","at DET","4 out of 5 stars"
"191","Jaylin Noel",HOU,"WR76","at KC","3 out of 5 stars"
"192","Nick Chubb",HOU,"RB54","at KC","2 out of 5 stars"
"193","Olamide Zaccheaus",CHI,"WR77","at GB","2 out of 5 stars"
"194","KaVontae Turpin",DAL,"WR78","at DET","4 out of 5 stars"
"195","Mitch Tinsley",CIN,"WR79","at BUF","4 out of 5 stars"
"196","Noah Fant",CIN,"TE33","at BUF","3 out of 5 stars"
"197","Tyquan Thornton",KC,"WR80","vs. HOU","2 out of 5 stars"
"198","Tyrell Shavers",BUF,"WR81","vs. CIN","3 out of 5 stars"
"199","Isaiah Davis",NYJ,"RB55","vs. MIA","4 out of 5 stars"
"200","Roman Wilson",PIT,"WR82","at BAL","4 out of 5 stars"
"201","Malik Davis",DAL,"RB56","at DET","2 out of 5 stars"
"202","Joshua Palmer",BUF,"WR83","vs. CIN","3 out of 5 stars"
"203","Jalen Nailor",MIN,"WR84","vs. WAS","4 out of 5 stars"
"204","Trey Benson",ARI,"RB57","vs. LAR","2 out of 5 stars"
"205","Jonnu Smith",PIT,"TE34","at BAL","3 out of 5 stars"
"206","JuJu Smith-Schuster",KC,"WR85","vs. HOU","2 out of 5 stars"
"207","Tre Harris",LAC,"WR86","vs. PHI","1 out of 5 stars"
"208","Jack Bech",LV,"WR87","vs. DEN","2 out of 5 stars"
"209","Raheem Mostert",LV,"RB58","vs. DEN","3 out of 5 stars"
"210","Tom Kennedy",DET,"WR88","vs. DAL","5 out of 5 stars"
"211","Chris Brooks",GB,"RB59","vs. CHI","4 out of 5 stars"
"212","Mason Tipton",NO,"WR89","at TB","2 out of 5 stars"
"213","Matthew Golden",GB,"WR90","vs. CHI","4 out of 5 stars"
"214","Isaiah Bond",CLE,"WR91","vs. TEN","4 out of 5 stars"
"215","Jerome Ford",CLE,"RB60","vs. TEN","4 out of 5 stars"
"216","Luke Musgrave",GB,"TE35","vs. CHI","3 out of 5 stars"
"217","Jahan Dotson",PHI,"WR92","at LAC","2 out of 5 stars"
"218","Tank Bigsby",PHI,"RB61","at LAC","3 out of 5 stars"
"219","Kaleb Johnson",PIT,"RB62","at BAL","4 out of 5 stars"
"220","Tyler Badie",DEN,"RB63","at LV","2 out of 5 stars"
"221","LeQuint Allen Jr.",JAC,"RB64","vs. IND","3 out of 5 stars"
"222","Jackson Hawes",BUF,"TE36","vs. CIN","4 out of 5 stars"
"223","Tim Patrick",JAC,"WR93","vs. IND","3 out of 5 stars"
"224","Cole Kmet",CHI,"TE37","at GB","3 out of 5 stars"
"225","Terrance Ferguson",LAR,"TE38","at ARI","3 out of 5 stars"
"226","Zavier Scott",MIN,"RB65","vs. WAS","4 out of 5 stars"
"227","Xavier Weaver",ARI,"WR94","vs. LAR","3 out of 5 stars"
"228","Jaylin Lane",WAS,"WR95","at MIN","2 out of 5 stars"
"229","Will Shipley",PHI,"RB66","at LAC","3 out of 5 stars"
"230","Konata Mumpfield",LAR,"WR96","at ARI","3 out of 5 stars"
"231","Evan Hull",NO,"RB67","at TB","4 out of 5 stars"
"232","Brandin Cooks",BUF,"WR97","vs. CIN","3 out of 5 stars"
"233","Jaylen Wright",MIA,"RB68","at NYJ","4 out of 5 stars"
"234","Jordan Whittington",LAR,"WR98","at ARI","3 out of 5 stars"
"235","Mason Rudolph",PIT,"QB31","at BAL","4 out of 5 stars"
"236","Elijah Higgins",ARI,"TE39","vs. LAR","2 out of 5 stars"
"237","Chris Moore",WAS,"WR99","at MIN","2 out of 5 stars"
"238","Jaydon Blue",DAL,"RB69","at DET","2 out of 5 stars"
"239","Ross Dwelley",DET,"TE40","vs. DAL","3 out of 5 stars"
"240","Tutu Atwell",LAR,"WR100","at ARI","3 out of 5 stars"
"241","Greg Dulcich",MIA,"TE41","at NYJ","4 out of 5 stars"
"242","Dylan Laube",LV,"RB70","vs. DEN","3 out of 5 stars"
"243","Davis Allen",LAR,"TE42","at ARI","3 out of 5 stars"
"244","Allen Lazard",NYJ,"WR101","vs. MIA","4 out of 5 stars"
"245","Davis Mills",HOU,"QB32","at KC","2 out of 5 stars"
"246","Elijah Arroyo",SEA,"TE43","at ATL","2 out of 5 stars"
"247","Devontez Walker",BAL,"WR102","vs. PIT","2 out of 5 stars"
"248","Treylon Burks",WAS,"WR103","at MIN","2 out of 5 stars"
"249","Jalen Tolbert",DAL,"WR104","at DET","4 out of 5 stars"
"250","Teddy Bridgewater",TB,"QB33","vs. NO","2 out of 5 stars"
"251","Nick Westbrook-Ikhine",MIA,"WR105","at NYJ","4 out of 5 stars"
"252","Charlie Kolar",BAL,"TE44","vs. PIT","4 out of 5 stars"
"253","Xavier Smith",LAR,"WR106","at ARI","3 out of 5 stars"
"254","Tanner Hudson",CIN,"TE45","at BUF","3 out of 5 stars"
"255","Kameron Johnson",TB,"WR107","vs. NO","3 out of 5 stars"
"256","Justin Fields",NYJ,"QB34","vs. MIA","4 out of 5 stars"
"257","Malachi Corley",CLE,"WR108","vs. TEN","4 out of 5 stars"
"258","Dare Ogunbowale",HOU,"RB71","at KC","2 out of 5 stars"
"259","Clyde Edwards-Helaire",KC,"RB72","vs. HOU","3 out of 5 stars"
"260","Dyami Brown",JAC,"WR109","vs. IND","3 out of 5 stars"
"261","Adam Trautman",DEN,"TE46","at LV","3 out of 5 stars"
"262","Ameer Abdullah",IND,"RB73","at JAC","2 out of 5 stars"
"263","Rasheen Ali",BAL,"RB74","vs. PIT","3 out of 5 stars"
"264","Josh Whyle",GB,"TE47","vs. CHI","3 out of 5 stars"
"265","John FitzPatrick",GB,"TE48","vs. CHI","3 out of 5 stars"
"266","Jayden Reed",GB,"WR110","vs. CHI","4 out of 5 stars"
"267","Johnny Mundt",JAC,"TE49","vs. IND","4 out of 5 stars"
"268","Kendall Milton",CIN,"RB75","at BUF","4 out of 5 stars"
"269","Drake London",ATL,"WR111","vs. SEA","2 out of 5 stars"
"270","John Bates",WAS,"TE50","at MIN","3 out of 5 stars"
"271","Jeremy Ruckert",NYJ,"TE51","vs. MIA","3 out of 5 stars"
"272","Noah Gray",KC,"TE52","vs. HOU","3 out of 5 stars"
"273","Foster Moreau",NO,"TE53","at TB","4 out of 5 stars"
"274","Patrick Ricard",BAL,"RB76","vs. PIT","3 out of 5 stars"
"275","Joe Flacco",CIN,"QB35","at BUF","2 out of 5 stars"
"276","Alvin Kamara",NO,"RB77","at TB","4 out of 5 stars"
"277","Drew Ogletree",IND,"TE54","at JAC","3 out of 5 stars"
"278","Audric Estime",NO,"RB78","at TB","4 out of 5 stars"
"279","Tyler Johnson",NYJ,"WR112","vs. MIA","4 out of 5 stars"
"280","Brock Wright",DET,"TE55","vs. DAL","3 out of 5 stars"
"281","Ian Thomas",LV,"TE56","vs. DEN","3 out of 5 stars"
"282","Casey Washington",ATL,"WR113","vs. SEA","2 out of 5 stars"
"283","Luke Schoonmaker",DAL,"TE57","at DET","3 out of 5 stars"
"284","Devin Duvernay",CHI,"WR114","at GB","2 out of 5 stars"
"285","Quintin Morris",JAC,"TE58","vs. IND","4 out of 5 stars"
"286","Michael Mayer",LV,"TE59","vs. DEN","3 out of 5 stars"
"287","Grant Calcaterra",PHI,"TE60","at LAC","5 out of 5 stars"
"288","Bo Melton",GB,"WR115","vs. CHI","4 out of 5 stars"
"289","Cody White",SEA,"WR116","at ATL","4 out of 5 stars"
"290","Ricky White III",SEA,"WR117","at ATL","4 out of 5 stars"
"291","LaJohntay Wester",BAL,"WR118","vs. PIT","2 out of 5 stars"
"292","Drew Sample",CIN,"TE61","at BUF","3 out of 5 stars"
"293","Charlie Woerner",ATL,"TE62","vs. SEA","4 out of 5 stars"
"294","Jermar Jefferson",FA,"RB79","-","-"
"295","Tylan Wallace",BAL,"WR119","vs. PIT","2 out of 5 stars"
"296","Charlie Jones",CIN,"WR120","at BUF","4 out of 5 stars"
"297","Jared Wiley",KC,"TE63","vs. HOU","3 out of 5 stars"
"298","Connor Heyward",PIT,"TE64","at BAL","3 out of 5 stars"
"299","Xavier Restrepo",TEN,"WR121","at CLE","4 out of 5 stars"
"300","Josh Oliver",MIN,"TE65","vs. WAS","4 out of 5 stars"
"301","Emari Demercado",ARI,"RB80","vs. LAR","2 out of 5 stars"
"302","Alec Ingold",MIA,"RB81","at NYJ","4 out of 5 stars"
"303","Cade Stover",HOU,"TE66","at KC","2 out of 5 stars"
"304","Anthony Firkser",DET,"TE67","vs. DAL","3 out of 5 stars"
"305","Julian Hill",MIA,"TE68","at NYJ","4 out of 5 stars"
"306","Hunter Long",JAC,"TE69","vs. IND","4 out of 5 stars"
"307","C.J. Ham",MIN,"RB82","vs. WAS","4 out of 5 stars"
"308","Trey Sermon",PIT,"RB83","at BAL","4 out of 5 stars"
"309","Tyler Huntley",BAL,"QB36","vs. PIT","3 out of 5 stars"
"310","DJ Giddens",IND,"RB84","at JAC","2 out of 5 stars"
"311","Tyson Bagent",CHI,"QB37","at GB","2 out of 5 stars"
"312","Chase Edmonds",WAS,"RB85","at MIN","3 out of 5 stars"
